Hour,Node,Demand_kWh,Loss_Percentage,Storage_Capacity_kWh,Source,Supply_kWh,Cost_per_kWh
58,Node_4,73,3.16,467,Hydro,389,0.17
58,Node_5,62,7.8,224,Solar,331,0.11
58,Node_5,62,7.8,224,Wind,542,0.17
58,Node_5,62,7.8,224,Hydro,360,0.17
58,Node_6,92,3.53,266,Solar,521,0.11
58,Node_6,92,3.53,266,Wind,522,0.17
58,Node_6,92,3.53,266,Hydro,437,0.17
58,Node_7,58,4.71,185,Solar,418,0.11
58,Node_7,58,4.71,185,Wind,369,0.17
58,Node_7,58,4.71,185,Hydro,349,0.17
58,Node_8,109,4.47,175,Solar,338,0.11
58,Node_8,109,4.47,175,Wind,510,0.17
58,Node_8,109,4.47,175,Hydro,558,0.17
58,Node_9,152,9.58,443,Solar,567,0.11
58,Node_9,152,9.58,443,Wind,400,0.17
58,Node_9,152,9.58,443,Hydro,406,0.17
59,Node_1,53,7.0,429,Solar,532,0.11
59,Node_1,53,7.0,429,Wind,485,0.17
59,Node_1,53,7.0,429,Hydro,412,0.17
59,Node_10,50,9.74,393,Solar,317,0.11
59,Node_10,50,9.74,393,Wind,431,0.17
59,Node_10,50,9.74,393,Hydro,553,0.17
59,Node_11,115,3.46,158,Solar,448,0.11
59,Node_11,115,3.46,158,Wind,410,0.17
59,Node_11,115,3.46,158,Hydro,417,0.17
59,Node_12,79,2.18,237,Solar,448,0.11
59,Node_12,79,2.18,237,Wind,431,0.17
59,Node_12,79,2.18,237,Hydro,497,0.17
59,Node_13,139,7.76,198,Solar,425,0.11
59,Node_13,139,7.76,198,Wind,319,0.17
59,Node_13,139,7.76,198,Hydro,350,0.17
59,Node_14,50,5.34,291,Solar,537,0.11
59,Node_14,50,5.34,291,Wind,323,0.17
59,Node_14,50,5.34,291,Hydro,544,0.17
59,Node_15,69,2.71,342,Solar,434,0.11
59,Node_15,69,2.71,342,Wind,526,0.17
59,Node_15,69,2.71,342,Hydro,334,0.17
59,Node_16,199,7.47,418,Solar,450,0.11
59,Node_16,199,7.47,418,Wind,453,0.17
59,Node_16,199,7.47,418,Hydro,368,0.17
59,Node_17,180,6.36,148,Solar,535,0.11
59,Node_17,180,6.36,148,Wind,592,0.17
59,Node_17,180,6.36,148,Hydro,348,0.17
59,Node_18,58,9.84,131,Solar,523,0.11
59,Node_18,58,9.84,131,Wind,529,0.17
59,Node_18,58,9.84,131,Hydro,373,0.17
59,Node_19,72,3.82,490,Solar,502,0.11
59,Node_19,72,3.82,490,Wind,501,0.17
59,Node_19,72,3.82,490,Hydro,491,0.17
59,Node_2,77,5.96,197,Solar,555,0.11
59,Node_2,77,5.96,197,Wind,337,0.17
59,Node_2,77,5.96,197,Hydro,560,0.17
59,Node_20,196,5.23,376,Solar,385,0.11
59,Node_20,196,5.23,376,Wind,559,0.17
59,Node_20,196,5.23,376,Hydro,369,0.17
59,Node_21,199,6.34,119,Solar,449,0.11
59,Node_21,199,6.34,119,Wind,487,0.17
59,Node_21,199,6.34,119,Hydro,389,0.17
59,Node_22,197,8.33,253,Solar,534,0.11
59,Node_22,197,8.33,253,Wind,356,0.17
59,Node_22,197,8.33,253,Hydro,559,0.17
59,Node_23,170,6.39,482,Solar,321,0.11
59,Node_23,170,6.39,482,Wind,319,0.17
59,Node_23,170,6.39,482,Hydro,425,0.17
59,Node_24,62,6.9,167,Solar,584,0.11
59,Node_24,62,6.9,167,Wind,572,0.17
59,Node_24,62,6.9,167,Hydro,530,0.17
59,Node_25,166,3.81,465,Solar,568,0.11
59,Node_25,166,3.81,465,Wind,418,0.17
59,Node_25,166,3.81,465,Hydro,594,0.17
59,Node_26,84,8.78,471,Solar,557,0.11
59,Node_26,84,8.78,471,Wind,370,0.17
59,Node_26,84,8.78,471,Hydro,428,0.17
59,Node_27,54,5.43,313,Solar,328,0.11
59,Node_27,54,5.43,313,Wind,303,0.17
59,Node_27,54,5.43,313,Hydro,579,0.17
59,Node_28,190,3.13,242,Solar,512,0.11
59,Node_28,190,3.13,242,Wind,520,0.17
59,Node_28,190,3.13,242,Hydro,399,0.17
59,Node_29,190,7.31,475,Solar,582,0.11
59,Node_29,190,7.31,475,Wind,313,0.17
59,Node_29,190,7.31,475,Hydro,596,0.17
59,Node_3,56,9.84,243,Solar,349,0.11
59,Node_3,56,9.84,243,Wind,302,0.17
59,Node_3,56,9.84,243,Hydro,481,0.17
59,Node_30,144,3.73,331,Solar,394,0.11
59,Node_30,144,3.73,331,Wind,515,0.17
59,Node_30,144,3.73,331,Hydro,473,0.17
59,Node_4,142,3.16,467,Solar,387,0.11
59,Node_4,142,3.16,467,Wind,528,0.17
59,Node_4,142,3.16,467,Hydro,487,0.17
59,Node_5,163,7.8,224,Solar,343,0.11
59,Node_5,163,7.8,224,Wind,485,0.17
59,Node_5,163,7.8,224,Hydro,356,0.17
59,Node_6,93,3.53,266,Solar,577,0.11
59,Node_6,93,3.53,266,Wind,354,0.17
59,Node_6,93,3.53,266,Hydro,330,0.17
59,Node_7,123,4.71,185,Solar,470,0.11
59,Node_7,123,4.71,185,Wind,553,0.17
59,Node_7,123,4.71,185,Hydro,383,0.17
59,Node_8,77,4.47,175,Solar,488,0.11
59,Node_8,77,4.47,175,Wind,323,0.17
59,Node_8,77,4.47,175,Hydro,451,0.17
59,Node_9,87,9.58,443,Solar,483,0.11
59,Node_9,87,9.58,443,Wind,461,0.17
59,Node_9,87,9.58,443,Hydro,335,0.17
60,Node_1,103,7.0,429,Solar,302,0.11
60,Node_1,103,7.0,429,Wind,457,0.17
60,Node_1,103,7.0,429,Hydro,512,0.17
60,Node_10,57,9.74,393,Solar,490,0.11
60,Node_10,57,9.74,393,Wind,381,0.17
60,Node_10,57,9.74,393,Hydro,405,0.17
60,Node_11,124,3.46,158,Solar,417,0.11
60,Node_11,124,3.46,158,Wind,458,0.17
60,Node_11,124,3.46,158,Hydro,519,0.17
60,Node_12,84,2.18,237,Solar,318,0.11
60,Node_12,84,2.18,237,Wind,487,0.17
60,Node_12,84,2.18,237,Hydro,462,0.17
60,Node_13,95,7.76,198,Solar,322,0.11
60,Node_13,95,7.76,198,Wind,359,0.17
60,Node_13,95,7.76,198,Hydro,519,0.17
60,Node_14,190,5.34,291,Solar,329,0.11
60,Node_14,190,5.34,291,Wind,510,0.17
60,Node_14,190,5.34,291,Hydro,569,0.17
60,Node_15,54,2.71,342,Solar,594,0.11
60,Node_15,54,2.71,342,Wind,451,0.17
60,Node_15,54,2.71,342,Hydro,419,0.17
60,Node_16,118,7.47,418,Solar,407,0.11
60,Node_16,118,7.47,418,Wind,408,0.17
60,Node_16,118,7.47,418,Hydro,481,0.17
60,Node_17,86,6.36,148,Solar,580,0.11
60,Node_17,86,6.36,148,Wind,375,0.17
60,Node_17,86,6.36,148,Hydro,405,0.17
60,Node_18,148,9.84,131,Solar,427,0.11
60,Node_18,148,9.84,131,Wind,329,0.17
60,Node_18,148,9.84,131,Hydro,516,0.17
60,Node_19,187,3.82,490,Solar,528,0.11
60,Node_19,187,3.82,490,Wind,416,0.17
60,Node_19,187,3.82,490,Hydro,504,0.17
60,Node_2,157,5.96,197,Solar,410,0.11
60,Node_2,157,5.96,197,Wind,491,0.17
60,Node_2,157,5.96,197,Hydro,369,0.17
60,Node_20,180,5.23,376,Solar,435,0.11
60,Node_20,180,5.23,376,Wind,318,0.17
60,Node_20,180,5.23,376,Hydro,343,0.17
60,Node_21,152,6.34,119,Solar,485,0.11
60,Node_21,152,6.34,119,Wind,472,0.17
60,Node_21,152,6.34,119,Hydro,527,0.17
60,Node_22,86,8.33,253,Solar,443,0.11
60,Node_22,86,8.33,253,Wind,527,0.17
60,Node_22,86,8.33,253,Hydro,483,0.17
60,Node_23,156,6.39,482,Solar,371,0.11
60,Node_23,156,6.39,482,Wind,482,0.17
60,Node_23,156,6.39,482,Hydro,406,0.17
60,Node_24,122,6.9,167,Solar,428,0.11
60,Node_24,122,6.9,167,Wind,412,0.17
60,Node_24,122,6.9,167,Hydro,383,0.17
60,Node_25,101,3.81,465,Solar,560,0.11
60,Node_25,101,3.81,465,Wind,482,0.17
60,Node_25,101,3.81,465,Hydro,549,0.17
60,Node_26,56,8.78,471,Solar,302,0.11
60,Node_26,56,8.78,471,Wind,445,0.17
60,Node_26,56,8.78,471,Hydro,320,0.17
60,Node_27,153,5.43,313,Solar,403,0.11
60,Node_27,153,5.43,313,Wind,415,0.17
60,Node_27,153,5.43,313,Hydro,495,0.17
60,Node_28,80,3.13,242,Solar,523,0.11
60,Node_28,80,3.13,242,Wind,412,0.17
60,Node_28,80,3.13,242,Hydro,477,0.17
60,Node_29,162,7.31,475,Solar,309,0.11
60,Node_29,162,7.31,475,Wind,550,0.17
60,Node_29,162,7.31,475,Hydro,306,0.17
60,Node_3,193,9.84,243,Solar,530,0.11
60,Node_3,193,9.84,243,Wind,550,0.17
60,Node_3,193,9.84,243,Hydro,369,0.17
60,Node_30,193,3.73,331,Solar,518,0.11
60,Node_30,193,3.73,331,Wind,417,0.17
60,Node_30,193,3.73,331,Hydro,426,0.17
60,Node_4,95,3.16,467,Solar,365,0.11
60,Node_4,95,3.16,467,Wind,460,0.17
60,Node_4,95,3.16,467,Hydro,459,0.17
60,Node_5,173,7.8,224,Solar,411,0.11
60,Node_5,173,7.8,224,Wind,497,0.17
60,Node_5,173,7.8,224,Hydro,547,0.17
60,Node_6,78,3.53,266,Solar,312,0.11
60,Node_6,78,3.53,266,Wind,559,0.17
60,Node_6,78,3.53,266,Hydro,502,0.17
60,Node_7,194,4.71,185,Solar,385,0.11
60,Node_7,194,4.71,185,Wind,447,0.17
60,Node_7,194,4.71,185,Hydro,447,0.17
60,Node_8,150,4.47,175,Solar,533,0.11
60,Node_8,150,4.47,175,Wind,539,0.17
60,Node_8,150,4.47,175,Hydro,442,0.17
60,Node_9,99,9.58,443,Solar,389,0.11
60,Node_9,99,9.58,443,Wind,346,0.17
60,Node_9,99,9.58,443,Hydro,498,0.17
61,Node_1,195,7.0,429,Solar,577,0.11
61,Node_1,195,7.0,429,Wind,353,0.17
61,Node_1,195,7.0,429,Hydro,497,0.17
61,Node_10,162,9.74,393,Solar,512,0.11
61,Node_10,162,9.74,393,Wind,311,0.17
61,Node_10,162,9.74,393,Hydro,346,0.17
61,Node_11,53,3.46,158,Solar,471,0.11
61,Node_11,53,3.46,158,Wind,508,0.17
61,Node_11,53,3.46,158,Hydro,377,0.17
61,Node_12,54,2.18,237,Solar,587,0.11
61,Node_12,54,2.18,237,Wind,313,0.17
61,Node_12,54,2.18,237,Hydro,423,0.17
61,Node_13,156,7.76,198,Solar,473,0.11
61,Node_13,156,7.76,198,Wind,420,0.17
61,Node_13,156,7.76,198,Hydro,374,0.17
61,Node_14,172,5.34,291,Solar,412,0.11
61,Node_14,172,5.34,291,Wind,319,0.17
61,Node_14,172,5.34,291,Hydro,436,0.17
61,Node_15,86,2.71,342,Solar,421,0.11
61,Node_15,86,2.71,342,Wind,374,0.17
61,Node_15,86,2.71,342,Hydro,389,0.17
61,Node_16,105,7.47,418,Solar,331,0.11
61,Node_16,105,7.47,418,Wind,542,0.17
61,Node_16,105,7.47,418,Hydro,360,0.17
61,Node_17,157,6.36,148,Solar,521,0.11
61,Node_17,157,6.36,148,Wind,522,0.17
61,Node_17,157,6.36,148,Hydro,437,0.17
61,Node_18,69,9.84,131,Solar,418,0.11
61,Node_18,69,9.84,131,Wind,369,0.17
61,Node_18,69,9.84,131,Hydro,349,0.17
61,Node_19,156,3.82,490,Solar,338,0.11
61,Node_19,156,3.82,490,Wind,510,0.17
61,Node_19,156,3.82,490,Hydro,558,0.17
61,Node_2,93,5.96,197,Solar,567,0.11
61,Node_2,93,5.96,197,Wind,400,0.17
61,Node_2,93,5.96,197,Hydro,406,0.17
61,Node_20,50,5.23,376,Solar,532,0.11
61,Node_20,50,5.23,376,Wind,485,0.17
61,Node_20,50,5.23,376,Hydro,412,0.17
61,Node_21,152,6.34,119,Solar,317,0.11
61,Node_21,152,6.34,119,Wind,431,0.17
61,Node_21,152,6.34,119,Hydro,553,0.17
61,Node_22,53,8.33,253,Solar,448,0.11
61,Node_22,53,8.33,253,Wind,410,0.17
61,Node_22,53,8.33,253,Hydro,417,0.17
61,Node_23,98,6.39,482,Solar,448,0.11
61,Node_23,98,6.39,482,Wind,431,0.17
61,Node_23,98,6.39,482,Hydro,497,0.17
61,Node_24,126,6.9,167,Solar,425,0.11
61,Node_24,126,6.9,167,Wind,319,0.17
61,Node_24,126,6.9,167,Hydro,350,0.17
61,Node_25,76,3.81,465,Solar,537,0.11
61,Node_25,76,3.81,465,Wind,323,0.17
61,Node_25,76,3.81,465,Hydro,544,0.17
61,Node_26,134,8.78,471,Solar,434,0.11
61,Node_26,134,8.78,471,Wind,526,0.17
61,Node_26,134,8.78,471,Hydro,334,0.17
61,Node_27,157,5.43,313,Solar,450,0.11
61,Node_27,157,5.43,313,Wind,453,0.17
61,Node_27,157,5.43,313,Hydro,368,0.17
61,Node_28,127,3.13,242,Solar,535,0.11
61,Node_28,127,3.13,242,Wind,592,0.17
61,Node_28,127,3.13,242,Hydro,348,0.17
61,Node_29,154,7.31,475,Solar,523,0.11
61,Node_29,154,7.31,475,Wind,529,0.17
61,Node_29,154,7.31,475,Hydro,373,0.17
61,Node_3,139,9.84,243,Solar,502,0.11
61,Node_3,139,9.84,243,Wind,501,0.17
61,Node_3,139,9.84,243,Hydro,491,0.17
61,Node_30,81,3.73,331,Solar,555,0.11
61,Node_30,81,3.73,331,Wind,337,0.17
61,Node_30,81,3.73,331,Hydro,560,0.17
61,Node_4,144,3.16,467,Solar,385,0.11
61,Node_4,144,3.16,467,Wind,559,0.17
61,Node_4,144,3.16,467,Hydro,369,0.17
61,Node_5,155,7.8,224,Solar,449,0.11
61,Node_5,155,7.8,224,Wind,487,0.17
61,Node_5,155,7.8,224,Hydro,389,0.17
61,Node_6,190,3.53,266,Solar,534,0.11
61,Node_6,190,3.53,266,Wind,356,0.17
61,Node_6,190,3.53,266,Hydro,559,0.17
61,Node_7,56,4.71,185,Solar,321,0.11
61,Node_7,56,4.71,185,Wind,319,0.17
61,Node_7,56,4.71,185,Hydro,425,0.17
61,Node_8,90,4.47,175,Solar,584,0.11
61,Node_8,90,4.47,175,Wind,572,0.17
61,Node_8,90,4.47,175,Hydro,530,0.17
61,Node_9,147,9.58,443,Solar,568,0.11
61,Node_9,147,9.58,443,Wind,418,0.17
61,Node_9,147,9.58,443,Hydro,594,0.17
62,Node_1,93,7.0,429,Solar,557,0.11
62,Node_1,93,7.0,429,Wind,370,0.17
62,Node_1,93,7.0,429,Hydro,428,0.17
62,Node_10,148,9.74,393,Solar,328,0.11
62,Node_10,148,9.74,393,Wind,303,0.17
62,Node_10,148,9.74,393,Hydro,579,0.17
62,Node_11,128,3.46,158,Solar,512,0.11
62,Node_11,128,3.46,158,Wind,520,0.17
62,Node_11,128,3.46,158,Hydro,399,0.17
62,Node_12,132,2.18,237,Solar,582,0.11
62,Node_12,132,2.18,237,Wind,313,0.17
62,Node_12,132,2.18,237,Hydro,596,0.17
62,Node_13,189,7.76,198,Solar,349,0.11
62,Node_13,189,7.76,198,Wind,302,0.17
62,Node_13,189,7.76,198,Hydro,481,0.17
62,Node_14,111,5.34,291,Solar,394,0.11
62,Node_14,111,5.34,291,Wind,515,0.17
62,Node_14,111,5.34,291,Hydro,473,0.17
62,Node_15,186,2.71,342,Solar,387,0.11
62,Node_15,186,2.71,342,Wind,528,0.17
62,Node_15,186,2.71,342,Hydro,487,0.17
62,Node_16,82,7.47,418,Solar,343,0.11
62,Node_16,82,7.47,418,Wind,485,0.17
62,Node_16,82,7.47,418,Hydro,356,0.17
62,Node_17,88,6.36,148,Solar,577,0.11
62,Node_17,88,6.36,148,Wind,354,0.17
62,Node_17,88,6.36,148,Hydro,330,0.17
62,Node_18,171,9.84,131,Solar,470,0.11
62,Node_18,171,9.84,131,Wind,553,0.17
62,Node_18,171,9.84,131,Hydro,383,0.17
62,Node_19,88,3.82,490,Solar,488,0.11
62,Node_19,88,3.82,490,Wind,323,0.17
62,Node_19,88,3.82,490,Hydro,451,0.17
62,Node_2,133,5.96,197,Solar,483,0.11
62,Node_2,133,5.96,197,Wind,461,0.17
62,Node_2,133,5.96,197,Hydro,335,0.17
62,Node_20,107,5.23,376,Solar,302,0.11
62,Node_20,107,5.23,376,Wind,457,0.17
62,Node_20,107,5.23,376,Hydro,512,0.17
62,Node_21,139,6.34,119,Solar,490,0.11
62,Node_21,139,6.34,119,Wind,381,0.17
62,Node_21,139,6.34,119,Hydro,405,0.17
62,Node_22,157,8.33,253,Solar,417,0.11
62,Node_22,157,8.33,253,Wind,458,0.17
62,Node_22,157,8.33,253,Hydro,519,0.17
62,Node_23,169,6.39,482,Solar,318,0.11
62,Node_23,169,6.39,482,Wind,487,0.17
62,Node_23,169,6.39,482,Hydro,462,0.17
62,Node_24,117,6.9,167,Solar,322,0.11
62,Node_24,117,6.9,167,Wind,359,0.17
62,Node_24,117,6.9,167,Hydro,519,0.17
62,Node_25,84,3.81,465,Solar,329,0.11
62,Node_25,84,3.81,465,Wind,510,0.17
62,Node_25,84,3.81,465,Hydro,569,0.17
62,Node_26,195,8.78,471,Solar,594,0.11
62,Node_26,195,8.78,471,Wind,451,0.17
62,Node_26,195,8.78,471,Hydro,419,0.17
62,Node_27,114,5.43,313,Solar,407,0.11
62,Node_27,114,5.43,313,Wind,408,0.17
62,Node_27,114,5.43,313,Hydro,481,0.17
62,Node_28,69,3.13,242,Solar,580,0.11
62,Node_28,69,3.13,242,Wind,375,0.17
62,Node_28,69,3.13,242,Hydro,405,0.17
62,Node_29,66,7.31,475,Solar,427,0.11
62,Node_29,66,7.31,475,Wind,329,0.17
62,Node_29,66,7.31,475,Hydro,516,0.17
62,Node_3,161,9.84,243,Solar,528,0.11
62,Node_3,161,9.84,243,Wind,416,0.17
62,Node_3,161,9.84,243,Hydro,504,0.17
62,Node_30,81,3.73,331,Solar,410,0.11
62,Node_30,81,3.73,331,Wind,491,0.17
62,Node_30,81,3.73,331,Hydro,369,0.17
62,Node_4,148,3.16,467,Solar,435,0.11
62,Node_4,148,3.16,467,Wind,318,0.17
62,Node_4,148,3.16,467,Hydro,343,0.17
62,Node_5,196,7.8,224,Solar,485,0.11
62,Node_5,196,7.8,224,Wind,472,0.17
62,Node_5,196,7.8,224,Hydro,527,0.17
62,Node_6,61,3.53,266,Solar,443,0.11
62,Node_6,61,3.53,266,Wind,527,0.17
62,Node_6,61,3.53,266,Hydro,483,0.17
62,Node_7,190,4.71,185,Solar,371,0.11
62,Node_7,190,4.71,185,Wind,482,0.17
62,Node_7,190,4.71,185,Hydro,406,0.17
62,Node_8,194,4.47,175,Solar,428,0.11
62,Node_8,194,4.47,175,Wind,412,0.17
62,Node_8,194,4.47,175,Hydro,383,0.17
62,Node_9,131,9.58,443,Solar,560,0.11
62,Node_9,131,9.58,443,Wind,482,0.17
62,Node_9,131,9.58,443,Hydro,549,0.17
63,Node_1,63,7.0,429,Solar,302,0.11
63,Node_1,63,7.0,429,Wind,445,0.17
63,Node_1,63,7.0,429,Hydro,320,0.17
63,Node_10,96,9.74,393,Solar,403,0.11
63,Node_10,96,9.74,393,Wind,415,0.17
63,Node_10,96,9.74,393,Hydro,495,0.17
63,Node_11,183,3.46,158,Solar,523,0.11
63,Node_11,183,3.46,158,Wind,412,0.17
63,Node_11,183,3.46,158,Hydro,477,0.17
63,Node_12,172,2.18,237,Solar,309,0.11
63,Node_12,172,2.18,237,Wind,550,0.17
63,Node_12,172,2.18,237,Hydro,306,0.17
63,Node_13,190,7.76,198,Solar,530,0.11
63,Node_13,190,7.76,198,Wind,550,0.17
63,Node_13,190,7.76,198,Hydro,369,0.17
63,Node_14,81,5.34,291,Solar,518,0.11
63,Node_14,81,5.34,291,Wind,417,0.17
63,Node_14,81,5.34,291,Hydro,426,0.17
63,Node_15,102,2.71,342,Solar,365,0.11
63,Node_15,102,2.71,342,Wind,460,0.17
63,Node_15,102,2.71,342,Hydro,459,0.17
63,Node_16,85,7.47,418,Solar,411,0.11
63,Node_16,85,7.47,418,Wind,497,0.17
63,Node_16,85,7.47,418,Hydro,547,0.17
63,Node_17,64,6.36,148,Solar,312,0.11
63,Node_17,64,6.36,148,Wind,559,0.17
63,Node_17,64,6.36,148,Hydro,502,0.17
63,Node_18,110,9.84,131,Solar,385,0.11
63,Node_18,110,9.84,131,Wind,447,0.17
63,Node_18,110,9.84,131,Hydro,447,0.17
63,Node_19,131,3.82,490,Solar,533,0.11
63,Node_19,131,3.82,490,Wind,539,0.17
63,Node_19,131,3.82,490,Hydro,442,0.17
63,Node_2,79,5.96,197,Solar,389,0.11
63,Node_2,79,5.96,197,Wind,346,0.17
63,Node_2,79,5.96,197,Hydro,498,0.17
63,Node_20,173,5.23,376,Solar,577,0.11
63,Node_20,173,5.23,376,Wind,353,0.17
63,Node_20,173,5.23,376,Hydro,497,0.17
63,Node_21,171,6.34,119,Solar,512,0.11
63,Node_21,171,6.34,119,Wind,311,0.17
63,Node_21,171,6.34,119,Hydro,346,0.17
63,Node_22,175,8.33,253,Solar,471,0.11
63,Node_22,175,8.33,253,Wind,508,0.17
63,Node_22,175,8.33,253,Hydro,377,0.17
63,Node_23,93,6.39,482,Solar,587,0.11
63,Node_23,93,6.39,482,Wind,313,0.17
63,Node_23,93,6.39,482,Hydro,423,0.17
63,Node_24,147,6.9,167,Solar,473,0.11
63,Node_24,147,6.9,167,Wind,420,0.17
63,Node_24,147,6.9,167,Hydro,374,0.17
63,Node_25,185,3.81,465,Solar,412,0.11
63,Node_25,185,3.81,465,Wind,319,0.17
63,Node_25,185,3.81,465,Hydro,436,0.17
63,Node_26,116,8.78,471,Solar,421,0.11
63,Node_26,116,8.78,471,Wind,374,0.17
63,Node_26,116,8.78,471,Hydro,389,0.17
63,Node_27,170,5.43,313,Solar,331,0.11
63,Node_27,170,5.43,313,Wind,542,0.17
63,Node_27,170,5.43,313,Hydro,360,0.17
63,Node_28,195,3.13,242,Solar,521,0.11
63,Node_28,195,3.13,242,Wind,522,0.17
63,Node_28,195,3.13,242,Hydro,437,0.17
63,Node_29,169,7.31,475,Solar,418,0.11
63,Node_29,169,7.31,475,Wind,369,0.17
63,Node_29,169,7.31,475,Hydro,349,0.17
63,Node_3,109,9.84,243,Solar,338,0.11
63,Node_3,109,9.84,243,Wind,510,0.17
63,Node_3,109,9.84,243,Hydro,558,0.17
63,Node_30,173,3.73,331,Solar,567,0.11
63,Node_30,173,3.73,331,Wind,400,0.17
63,Node_30,173,3.73,331,Hydro,406,0.17
63,Node_4,165,3.16,467,Solar,532,0.11
63,Node_4,165,3.16,467,Wind,485,0.17
63,Node_4,165,3.16,467,Hydro,412,0.17
63,Node_5,194,7.8,224,Solar,317,0.11
63,Node_5,194,7.8,224,Wind,431,0.17
63,Node_5,194,7.8,224,Hydro,553,0.17
63,Node_6,144,3.53,266,Solar,448,0.11
63,Node_6,144,3.53,266,Wind,410,0.17
63,Node_6,144,3.53,266,Hydro,417,0.17
63,Node_7,186,4.71,185,Solar,448,0.11
63,Node_7,186,4.71,185,Wind,431,0.17
63,Node_7,186,4.71,185,Hydro,497,0.17
63,Node_8,190,4.47,175,Solar,425,0.11
63,Node_8,190,4.47,175,Wind,319,0.17
63,Node_8,190,4.47,175,Hydro,350,0.17
63,Node_9,79,9.58,443,Solar,537,0.11
63,Node_9,79,9.58,443,Wind,323,0.17
63,Node_9,79,9.58,443,Hydro,544,0.17
64,Node_1,144,7.0,429,Solar,434,0.11
64,Node_1,144,7.0,429,Wind,526,0.17
64,Node_1,144,7.0,429,Hydro,334,0.17
64,Node_10,176,9.74,393,Solar,450,0.11
64,Node_10,176,9.74,393,Wind,453,0.17
64,Node_10,176,9.74,393,Hydro,368,0.17
64,Node_11,167,3.46,158,Solar,535,0.11
64,Node_11,167,3.46,158,Wind,592,0.17
64,Node_11,167,3.46,158,Hydro,348,0.17
64,Node_12,127,2.18,237,Solar,523,0.11
64,Node_12,127,2.18,237,Wind,529,0.17
64,Node_12,127,2.18,237,Hydro,373,0.17
64,Node_13,153,7.76,198,Solar,502,0.11
64,Node_13,153,7.76,198,Wind,501,0.17
64,Node_13,153,7.76,198,Hydro,491,0.17
64,Node_14,78,5.34,291,Solar,555,0.11
64,Node_14,78,5.34,291,Wind,337,0.17
64,Node_14,78,5.34,291,Hydro,560,0.17
64,Node_15,148,2.71,342,Solar,385,0.11
64,Node_15,148,2.71,342,Wind,559,0.17
64,Node_15,148,2.71,342,Hydro,369,0.17
64,Node_16,197,7.47,418,Solar,449,0.11
64,Node_16,197,7.47,418,Wind,487,0.17
64,Node_16,197,7.47,418,Hydro,389,0.17
64,Node_17,169,6.36,148,Solar,534,0.11
64,Node_17,169,6.36,148,Wind,356,0.17
64,Node_17,169,6.36,148,Hydro,559,0.17
64,Node_18,172,9.84,131,Solar,321,0.11
64,Node_18,172,9.84,131,Wind,319,0.17
64,Node_18,172,9.84,131,Hydro,425,0.17
64,Node_19,149,3.82,490,Solar,584,0.11
64,Node_19,149,3.82,490,Wind,572,0.17
64,Node_19,149,3.82,490,Hydro,530,0.17
64,Node_2,124,5.96,197,Solar,568,0.11
64,Node_2,124,5.96,197,Wind,418,0.17
64,Node_2,124,5.96,197,Hydro,594,0.17
64,Node_20,64,5.23,376,Solar,557,0.11
64,Node_20,64,5.23,376,Wind,370,0.17
64,Node_20,64,5.23,376,Hydro,428,0.17
64,Node_21,192,6.34,119,Solar,328,0.11
64,Node_21,192,6.34,119,Wind,303,0.17
64,Node_21,192,6.34,119,Hydro,579,0.17
64,Node_22,69,8.33,253,Solar,512,0.11
64,Node_22,69,8.33,253,Wind,520,0.17
64,Node_22,69,8.33,253,Hydro,399,0.17
64,Node_23,105,6.39,482,Solar,582,0.11
64,Node_23,105,6.39,482,Wind,313,0.17
64,Node_23,105,6.39,482,Hydro,596,0.17
64,Node_24,174,6.9,167,Solar,349,0.11
64,Node_24,174,6.9,167,Wind,302,0.17
64,Node_24,174,6.9,167,Hydro,481,0.17
64,Node_25,193,3.81,465,Solar,394,0.11
64,Node_25,193,3.81,465,Wind,515,0.17
64,Node_25,193,3.81,465,Hydro,473,0.17
64,Node_26,91,8.78,471,Solar,387,0.11
64,Node_26,91,8.78,471,Wind,528,0.17
64,Node_26,91,8.78,471,Hydro,487,0.17
64,Node_27,79,5.43,313,Solar,343,0.11
64,Node_27,79,5.43,313,Wind,485,0.17
64,Node_27,79,5.43,313,Hydro,356,0.17
64,Node_28,109,3.13,242,Solar,577,0.11
64,Node_28,109,3.13,242,Wind,354,0.17
64,Node_28,109,3.13,242,Hydro,330,0.17
64,Node_29,186,7.31,475,Solar,470,0.11
64,Node_29,186,7.31,475,Wind,553,0.17
64,Node_29,186,7.31,475,Hydro,383,0.17
64,Node_3,162,9.84,243,Solar,488,0.11
64,Node_3,162,9.84,243,Wind,323,0.17
64,Node_3,162,9.84,243,Hydro,451,0.17
64,Node_30,60,3.73,331,Solar,483,0.11
64,Node_30,60,3.73,331,Wind,461,0.17
64,Node_30,60,3.73,331,Hydro,335,0.17
64,Node_4,116,3.16,467,Solar,302,0.11
64,Node_4,116,3.16,467,Wind,457,0.17
64,Node_4,116,3.16,467,Hydro,512,0.17
64,Node_5,169,7.8,224,Solar,490,0.11
64,Node_5,169,7.8,224,Wind,381,0.17
64,Node_5,169,7.8,224,Hydro,405,0.17
64,Node_6,95,3.53,266,Solar,417,0.11
64,Node_6,95,3.53,266,Wind,458,0.17
64,Node_6,95,3.53,266,Hydro,519,0.17
64,Node_7,76,4.71,185,Solar,318,0.11
64,Node_7,76,4.71,185,Wind,487,0.17
64,Node_7,76,4.71,185,Hydro,462,0.17
